gene_symbol	sig-DMD	corr_coef	p_value	abs_corr_coef	FDR_BH_Reject	FDR_BH_p	Bonfer_Reject	Bonfer_p	BRCA	TN-BRCA	nonTN-BRCA	ERR-BRCA
HOXC6	sig-DMD_942	-0.3384112268902193	0.0	0.3384112268902193	True	0.0	True	0.0	Yes	Yes	Yes	No
HOXC8	sig-DMD_942	-0.3177237119305296	0.0	0.3177237119305296	True	0.0	True	0.0	Yes	Yes	Yes	No
HOXD1	sig-DMD_2778	-0.2869363442859956	0.0	0.2869363442859956	True	0.0	True	0.0	Yes	Yes	Yes	No
HOXD10	sig-DMD_2771	-0.2520082605165965	0.0	0.2520082605165965	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HOXD10	sig-DMD_2772	-0.2404418895857411	0.0	0.2404418895857411	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HOXD10	sig-DMD_2773	-0.24461761247898825	0.0	0.24461761247898825	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HOXD3	sig-DMD_2777	-0.37559082783098535	0.0	0.37559082783098535	True	0.0	True	0.0	Yes	No	No	No
HOXD8	sig-DMD_2776	-0.24379249607769976	0.0	0.24379249607769976	True	0.0	True	0.0	Yes	No	No	Yes
HOXD8	sig-DMD_2777	-0.26407333182605536	0.0	0.26407333182605536	True	0.0	True	0.0	Yes	No	No	Yes
HOXD9	sig-DMD_2775	-0.3199113932519965	0.0	0.3199113932519965	True	0.0	True	0.0	Yes	No	No	No
HR	sig-DMD_1040	-0.21450319896467399	0.0	0.21450319896467399	True	0.0	True	0.0	Yes	No	No	No
HR	sig-DMD_2333	-0.2950030694533716	0.0	0.2950030694533716	True	0.0	True	0.0	Yes	No	No	No
HR	sig-DMD_3241	0.29763377838634525	0.0	0.29763377838634525	True	0.0	True	0.0	Yes	No	No	No
HR	sig-DMD_4058	-0.2881138617057143	0.0	0.2881138617057143	True	0.0	True	0.0	Yes	No	No	No
HR	sig-DMD_67	-0.26751799162081885	0.0	0.26751799162081885	True	0.0	True	0.0	Yes	No	No	No
HR	sig-DMD_796	-0.2735645586949756	0.0	0.2735645586949756	True	0.0	True	0.0	Yes	No	No	No
HRH1	sig-DMD_3241	0.2288717110426609	0.0	0.2288717110426609	True	0.0	True	0.0	Yes	No	No	No
HS3ST4	sig-DMD_1996	0.2115960800222024	0.0	0.2115960800222024	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HS3ST4	sig-DMD_2008	0.2101999094424196	0.0	0.2101999094424196	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HS3ST4	sig-DMD_2016	0.4608230332645101	0.0	0.4608230332645101	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HS3ST4	sig-DMD_2017	0.4314310903399719	0.0	0.4314310903399719	True	0.0	True	0.0	Yes	Yes	Yes	Yes
HS6ST1	sig-DMD_2748	-0.3623611963896858	0.0	0.3623611963896858	True	0.0	True	0.0	Yes	No	No	No
HSP90AB1	sig-DMD_3700	-0.2258131474259505	0.0	0.2258131474259505	True	0.0	True	0.0	No	No	Yes	No
HSPB1	sig-DMD_3879	-0.2566605180561871	0.0	0.2566605180561871	True	0.0	True	0.0	Yes	Yes	Yes	No
HSPB1	sig-DMD_3880	0.2732022761828039	0.0	0.2732022761828039	True	0.0	True	0.0	Yes	Yes	Yes	No
HSPB1	sig-DMD_3881	0.2706374731645949	0.0	0.2706374731645949	True	0.0	True	0.0	Yes	Yes	Yes	No
HSPB1	sig-DMD_3882	-0.2388594565532769	0.0	0.2388594565532769	True	0.0	True	0.0	Yes	Yes	Yes	No
HSPG2	sig-DMD_89	-0.34012921287155057	0.0	0.34012921287155057	True	0.0	True	0.0	Yes	Yes	Yes	No
HUNK	sig-DMD_3128	0.4392278318739921	0.0	0.4392278318739921	True	0.0	True	0.0	Yes	No	No	No
ICAM4	sig-DMD_2420	-0.33149712664002096	0.0	0.33149712664002096	True	0.0	True	0.0	Yes	Yes	Yes	Yes
ID1	sig-DMD_3612	-0.2233699423983332	0.0	0.2233699423983332	True	0.0	True	0.0	No	Yes	No	No
ID1	sig-DMD_579	0.2010914468681728	0.0	0.2010914468681728	True	0.0	True	0.0	No	Yes	No	No
ID3	sig-DMD_92	-0.4366425081019752	0.0	0.4366425081019752	True	0.0	True	0.0	Yes	No	No	No
IDH2	sig-DMD_1579	-0.3061988143068615	0.0	0.3061988143068615	True	0.0	True	0.0	Yes	No	No	No
IDH2	sig-DMD_1580	-0.4711435473129305	0.0	0.4711435473129305	True	0.0	True	0.0	Yes	No	No	No
IFFO2	sig-DMD_81	-0.4687852480291376	0.0	0.4687852480291376	True	0.0	True	0.0	Yes	Yes	Yes	No
IFI30	sig-DMD_2454	0.2700019550726904	0.0	0.2700019550726904	True	0.0	True	0.0	Yes	No	No	No
IFNGR1	sig-DMD_3762	-0.3241971614976224	0.0	0.3241971614976224	True	0.0	True	0.0	Yes	No	No	No
IFNGR2	sig-DMD_3133	-0.4279212369610536	0.0	0.4279212369610536	True	0.0	True	0.0	Yes	No	No	No
IGF1R	sig-DMD_1601	-0.332369280104215	0.0	0.332369280104215	True	0.0	True	0.0	Yes	No	No	No
IGF2BP2	sig-DMD_3361	-0.5807673870710091	0.0	0.5807673870710091	True	0.0	True	0.0	No	Yes	No	No
IGF2BP3	sig-DMD_3810	-0.4516566835628185	0.0	0.4516566835628185	True	0.0	True	0.0	Yes	Yes	Yes	No
IGFBP2	sig-DMD_2795	-0.26802546676092964	0.0	0.26802546676092964	True	0.0	True	0.0	Yes	No	Yes	No
IGFBP2	sig-DMD_2796	-0.2520796452937822	0.0	0.2520796452937822	True	0.0	True	0.0	Yes	No	Yes	No
IGSF9B	sig-DMD_882	0.2703683495223449	0.0	0.2703683495223449	True	0.0	True	0.0	Yes	Yes	Yes	No
IKZF1	sig-DMD_3841	0.2538608975185412	0.0	0.2538608975185412	True	0.0	True	0.0	Yes	No	No	No
IKZF1	sig-DMD_3844	0.28129247248789985	0.0	0.28129247248789985	True	0.0	True	0.0	Yes	No	No	No
IKZF1	sig-DMD_3845	0.3910752080689877	0.0	0.3910752080689877	True	0.0	True	0.0	Yes	No	No	No
IL17RC	sig-DMD_3240	-0.2648123420698461	0.0	0.2648123420698461	True	0.0	True	0.0	Yes	No	No	No
IL1R2	sig-DMD_2724	-0.3704634327196629	0.0	0.3704634327196629	True	0.0	True	0.0	No	No	Yes	No
IL31RA	sig-DMD_3532	0.2603860922449173	0.0	0.2603860922449173	True	0.0	True	0.0	No	Yes	No	No
IL34	sig-DMD_2104	-0.3448347868704504	0.0	0.3448347868704504	True	0.0	True	0.0	Yes	Yes	Yes	No
IL6ST	sig-DMD_3532	-0.4468426096306056	0.0	0.4468426096306056	True	0.0	True	0.0	No	Yes	No	No
IMPA2	sig-DMD_2324	-0.25181483052350995	0.0	0.25181483052350995	True	0.0	True	0.0	No	Yes	No	No
IMPG1	sig-DMD_3718	-0.2744000370508336	0.0	0.2744000370508336	True	0.0	True	0.0	No	No	No	Yes
INA	sig-DMD_1462	-0.2084488824860477	0.0	0.2084488824860477	True	0.0	True	0.0	No	No	Yes	No
INA	sig-DMD_606	-0.4277761294605445	0.0	0.4277761294605445	True	0.0	True	0.0	No	No	Yes	No
INF2	sig-DMD_1480	-0.3112956222393159	0.0	0.3112956222393159	True	0.0	True	0.0	Yes	No	No	No
INPPL1	sig-DMD_832	-0.3068071590310019	0.0	0.3068071590310019	True	0.0	True	0.0	Yes	No	No	No
IRF1	sig-DMD_3558	-0.4273005305583965	0.0	0.4273005305583965	True	0.0	True	0.0	No	Yes	No	No
IRF2	sig-DMD_1454	0.21380742281054552	0.0	0.21380742281054552	True	0.0	True	0.0	No	No	Yes	No
IRF2BPL	sig-DMD_1454	-0.3639479255712581	0.0	0.3639479255712581	True	0.0	True	0.0	Yes	No	Yes	No
IRF4	sig-DMD_3629	-0.2855707955173209	0.0	0.2855707955173209	True	0.0	True	0.0	Yes	No	No	No
IRF6	sig-DMD_373	-0.4377369531644731	0.0	0.4377369531644731	True	0.0	True	0.0	Yes	No	No	No
IRS1	sig-DMD_2812	-0.4857192198055136	0.0	0.4857192198055136	True	0.0	True	0.0	Yes	No	No	No
IRX1	sig-DMD_3499	-0.3219177979572133	0.0	0.3219177979572133	True	0.0	True	0.0	Yes	Yes	Yes	No
IRX1	sig-DMD_3501	-0.4450541872931245	0.0	0.4450541872931245	True	0.0	True	0.0	Yes	Yes	Yes	No
IRX2	sig-DMD_3497	-0.3482456428396629	0.0	0.3482456428396629	True	0.0	True	0.0	Yes	No	No	Yes
IRX2	sig-DMD_3498	-0.5775671916619097	0.0	0.5775671916619097	True	0.0	True	0.0	Yes	No	No	Yes
IRX3	sig-DMD_2093	-0.3904539708255789	0.0	0.3904539708255789	True	0.0	True	0.0	Yes	No	No	No
IRX3	sig-DMD_2094	0.3361024439356235	0.0	0.3361024439356235	True	0.0	True	0.0	Yes	No	No	No
IRX4	sig-DMD_3495	0.4022310426480489	0.0	0.4022310426480489	True	0.0	True	0.0	Yes	No	No	Yes
IRX5	sig-DMD_2095	-0.25516548798716915	0.0	0.25516548798716915	True	0.0	True	0.0	Yes	No	No	No
ITGA4	sig-DMD_2780	-0.2315240639438508	0.0	0.2315240639438508	True	0.0	True	0.0	Yes	Yes	Yes	Yes
ITGA9	sig-DMD_3260	-0.4762967981946459	0.0	0.4762967981946459	True	0.0	True	0.0	No	No	Yes	No
ITGB7	sig-DMD_932	0.3688592557303671	0.0	0.3688592557303671	True	0.0	True	0.0	Yes	Yes	Yes	No
ITM2C	sig-DMD_2815	-0.2007935999101577	0.0	0.2007935999101577	True	0.0	True	0.0	Yes	Yes	Yes	No
ITM2C	sig-DMD_2816	-0.3241019890371963	0.0	0.3241019890371963	True	0.0	True	0.0	Yes	Yes	Yes	No
ITPKA	sig-DMD_1520	0.27166294143940256	0.0	0.27166294143940256	True	0.0	True	0.0	Yes	No	No	No
ITPKB	sig-DMD_389	-0.27094049708650664	0.0	0.27094049708650664	True	0.0	True	0.0	No	Yes	No	No
ITPRIP	sig-DMD_2717	-0.37274601270907454	0.0	0.37274601270907454	True	0.0	True	0.0	Yes	Yes	Yes	No
ITPRIP	sig-DMD_609	-0.3302347878621605	0.0	0.3302347878621605	True	0.0	True	0.0	Yes	Yes	Yes	No
ITPRIPL1	sig-DMD_2717	-0.7389550094504891	0.0	0.7389550094504891	True	0.0	True	0.0	No	No	Yes	No
ITPRIPL2	sig-DMD_1932	-0.5256924455651232	0.0	0.5256924455651232	True	0.0	True	0.0	Yes	No	No	No
JAG1	sig-DMD_2859	-0.4831753226525484	0.0	0.4831753226525484	True	0.0	True	0.0	Yes	Yes	Yes	No
JAG2	sig-DMD_1485	-0.2527211197502321	0.0	0.2527211197502321	True	0.0	True	0.0	Yes	Yes	Yes	No
JAK1	sig-DMD_164	-0.29167773925566737	0.0	0.29167773925566737	True	0.0	True	0.0	Yes	No	No	No
JMY	sig-DMD_3542	-0.2089516829483368	0.0	0.2089516829483368	True	0.0	True	0.0	No	No	Yes	No
JOSD1	sig-DMD_3188	-0.21262756544690767	0.0	0.21262756544690767	True	0.0	True	0.0	Yes	Yes	Yes	No
JPH2	sig-DMD_2925	-0.3439212755792456	0.0	0.3439212755792456	True	0.0	True	0.0	Yes	Yes	Yes	No
KCNA2	sig-DMD_191	-0.267782473440108	0.0	0.267782473440108	True	0.0	True	0.0	Yes	No	No	No
KCNA6	sig-DMD_895	0.6300716353582665	0.0	0.6300716353582665	True	0.0	True	0.0	Yes	No	No	No
KCNC2	sig-DMD_959	-0.4045594271974166	0.0	0.4045594271974166	True	0.0	True	0.0	Yes	No	No	No
KCNC3	sig-DMD_2597	-0.4045626002902808	0.0	0.4045626002902808	True	0.0	True	0.0	Yes	No	No	No
KCNC4	sig-DMD_188	-0.2805952694113759	0.0	0.2805952694113759	True	0.0	True	0.0	Yes	No	Yes	No
KCNC4	sig-DMD_189	-0.5200871463630743	0.0	0.5200871463630743	True	0.0	True	0.0	Yes	No	Yes	No
KCND3	sig-DMD_194	0.4538686087261796	0.0	0.4538686087261796	True	0.0	True	0.0	No	Yes	No	No
KCNJ1	sig-DMD_875	0.21904655942601906	0.0	0.21904655942601906	True	0.0	True	0.0	Yes	Yes	Yes	No
KCNJ1	sig-DMD_876	0.22206881533689726	0.0	0.22206881533689726	True	0.0	True	0.0	Yes	Yes	Yes	No
KCNJ12	sig-DMD_2171	0.2164494801939659	0.0	0.2164494801939659	True	0.0	True	0.0	Yes	No	No	No
KCNJ2	sig-DMD_2244	-0.3822692528842164	0.0	0.3822692528842164	True	0.0	True	0.0	No	No	Yes	No
KCNK17	sig-DMD_3686	-0.2247841512932304	0.0	0.2247841512932304	True	0.0	True	0.0	No	No	Yes	No
KCNK5	sig-DMD_3685	-0.523222486021373	0.0	0.523222486021373	True	0.0	True	0.0	Yes	Yes	Yes	No
KCNQ4	sig-DMD_135	-0.3318409791783398	0.0	0.3318409791783398	True	0.0	True	0.0	No	Yes	No	No
KCNQ4	sig-DMD_136	-0.2293018353729781	0.0	0.2293018353729781	True	0.0	True	0.0	No	Yes	No	No
KCTD1	sig-DMD_2335	-0.542920520482575	0.0	0.542920520482575	True	0.0	True	0.0	Yes	Yes	No	No
KCTD8	sig-DMD_3426	-0.27570909197557203	0.0	0.27570909197557203	True	0.0	True	0.0	No	No	Yes	No
KDM4A	sig-DMD_141	-0.21213594289178825	0.0	0.21213594289178825	True	0.0	True	0.0	Yes	No	No	No
KHDRBS2	sig-DMD_3709	-0.22603463309921945	0.0	0.22603463309921945	True	0.0	True	0.0	No	No	No	Yes
KIAA0408	sig-DMD_3755	-0.22206750336963896	0.0	0.22206750336963896	True	0.0	True	0.0	No	No	Yes	No
KIAA1199	sig-DMD_1566	-0.2310567977898727	0.0	0.2310567977898727	True	0.0	True	0.0	Yes	No	No	No
KIAA1217	sig-DMD_540	-0.26804691243001955	0.0	0.26804691243001955	True	0.0	True	0.0	Yes	Yes	Yes	No
KIAA1549	sig-DMD_3934	-0.2690862358146625	0.0	0.2690862358146625	True	0.0	True	0.0	No	No	Yes	No
KIAA1644	sig-DMD_3209	0.2313493119154152	0.0	0.2313493119154152	True	0.0	True	0.0	Yes	Yes	No	No
KIF13A	sig-DMD_3653	-0.33073377442243024	0.0	0.33073377442243024	True	0.0	True	0.0	Yes	No	No	No
KIF13B	sig-DMD_4070	-0.4134017299281276	0.0	0.4134017299281276	True	0.0	True	0.0	Yes	No	No	No
KIF13B	sig-DMD_4071	-0.5294888066685124	0.0	0.5294888066685124	True	0.0	True	0.0	Yes	No	No	No
KIF18A	sig-DMD_764	0.2983154436630813	0.0	0.2983154436630813	True	0.0	True	0.0	No	No	Yes	No
KIF1B	sig-DMD_63	-0.2593459426055013	0.0	0.2593459426055013	True	0.0	True	0.0	Yes	No	No	No
KIF21B	sig-DMD_356	-0.34693883505594497	0.0	0.34693883505594497	True	0.0	True	0.0	Yes	Yes	No	No
KIF5A	sig-DMD_948	-0.4080615703632665	0.0	0.4080615703632665	True	0.0	True	0.0	Yes	No	No	No
KIFC2	sig-DMD_4209	0.21203411768637606	0.0	0.21203411768637606	True	0.0	True	0.0	No	Yes	No	No
KIT	sig-DMD_3431	-0.3888304643160659	0.0	0.3888304643160659	True	0.0	True	0.0	Yes	Yes	Yes	No
KIT	sig-DMD_3432	-0.4310388272996595	0.0	0.4310388272996595	True	0.0	True	0.0	Yes	Yes	Yes	No
KIT	sig-DMD_3433	-0.2949749480395085	0.0	0.2949749480395085	True	0.0	True	0.0	Yes	Yes	Yes	No
KLF11	sig-DMD_2643	0.22955415510496266	0.0	0.22955415510496266	True	0.0	True	0.0	Yes	Yes	Yes	No
KLF12	sig-DMD_1352	-0.2500540063067416	0.0	0.2500540063067416	True	0.0	True	0.0	Yes	No	No	No
KLF14	sig-DMD_3929	-0.3152357342849157	0.0	0.3152357342849157	True	0.0	True	0.0	Yes	Yes	Yes	Yes
KLF2	sig-DMD_2448	-0.3939867767264104	0.0	0.3939867767264104	True	0.0	True	0.0	Yes	Yes	No	No
KLF4	sig-DMD_4284	-0.2723596552502649	0.0	0.2723596552502649	True	0.0	True	0.0	No	No	Yes	No
KLF9	sig-DMD_4248	-0.42940054366490704	0.0	0.42940054366490704	True	0.0	True	0.0	Yes	Yes	Yes	No
KLHL2	sig-DMD_50	-0.25181745435604586	0.0	0.25181745435604586	True	0.0	True	0.0	Yes	No	No	No
KLHL21	sig-DMD_50	-0.6365639100053551	0.0	0.6365639100053551	True	0.0	True	0.0	Yes	Yes	Yes	No
KLHL21	sig-DMD_51	-0.5648638260317533	0.0	0.5648638260317533	True	0.0	True	0.0	Yes	Yes	Yes	No
KLHL25	sig-DMD_1572	-0.2268163305949874	0.0	0.2268163305949874	True	0.0	True	0.0	No	No	Yes	No
KNDC1	sig-DMD_718	0.3701691339165669	0.0	0.3701691339165669	True	0.0	True	0.0	Yes	Yes	Yes	No
KNDC1	sig-DMD_719	0.2503154810350258	0.0	0.2503154810350258	True	0.0	True	0.0	Yes	Yes	Yes	No
KNDC1	sig-DMD_720	0.3472023065280036	0.0	0.3472023065280036	True	0.0	True	0.0	Yes	Yes	Yes	No
KNDC1	sig-DMD_722	0.6523809362824323	0.0	0.6523809362824323	True	0.0	True	0.0	Yes	Yes	Yes	No
KNDC1	sig-DMD_723	0.6077307523625787	0.0	0.6077307523625787	True	0.0	True	0.0	Yes	Yes	Yes	No
KNDC1	sig-DMD_724	0.5096775480850892	0.0	0.5096775480850892	True	0.0	True	0.0	Yes	Yes	Yes	No
KRT7	sig-DMD_929	-0.6981918358089642	0.0	0.6981918358089642	True	0.0	True	0.0	Yes	No	No	No
KRT8	sig-DMD_930	-0.5329006376492291	0.0	0.5329006376492291	True	0.0	True	0.0	Yes	No	No	No
KSR1	sig-DMD_2173	-0.33720661765363	0.0	0.33720661765363	True	0.0	True	0.0	No	No	Yes	No
L3MBTL4	sig-DMD_2316	-0.5722816602310866	0.0	0.5722816602310866	True	0.0	True	0.0	Yes	No	Yes	No
LAMA1	sig-DMD_2318	-0.3223447505969629	0.0	0.3223447505969629	True	0.0	True	0.0	Yes	Yes	Yes	No
LAMA4	sig-DMD_3746	-0.20766866168087264	0.0	0.20766866168087264	True	0.0	True	0.0	No	No	Yes	No
LAMP5	sig-DMD_2855	0.2122008396322816	0.0	0.2122008396322816	True	0.0	True	0.0	Yes	Yes	Yes	No
LAYN	sig-DMD_856	-0.2675556085169564	0.0	0.2675556085169564	True	0.0	True	0.0	No	No	Yes	Yes
LBR	sig-DMD_383	-0.4427325786453301	0.0	0.4427325786453301	True	0.0	True	0.0	No	Yes	No	No
LBX2	sig-DMD_2698	-0.31373519805431066	0.0	0.31373519805431066	True	0.0	True	0.0	Yes	No	No	No
LDLRAP1	sig-DMD_96	-0.2225561573451388	0.0	0.2225561573451388	True	0.0	True	0.0	Yes	No	No	No
LEF1	sig-DMD_3460	0.2293651531114014	0.0	0.2293651531114014	True	0.0	True	0.0	Yes	No	No	No
LFNG	sig-DMD_3800	0.3395004318879715	0.0	0.3395004318879715	True	0.0	True	0.0	Yes	Yes	Yes	No
LGALSL	sig-DMD_2684	-0.3056118525730029	0.0	0.3056118525730029	True	0.0	True	0.0	No	No	Yes	No
LGR4	sig-DMD_763	-0.5332800559668468	0.0	0.5332800559668468	True	0.0	True	0.0	Yes	Yes	Yes	No
LHX1	sig-DMD_2188	0.4673490097169689	0.0	0.4673490097169689	True	0.0	True	0.0	Yes	No	Yes	No
LHX2	sig-DMD_4297	0.6739201411990815	0.0	0.6739201411990815	True	0.0	True	0.0	No	No	No	Yes
LIMD2	sig-DMD_2236	-0.30082980206713994	0.0	0.30082980206713994	True	0.0	True	0.0	Yes	Yes	Yes	No
LINGO1	sig-DMD_1561	-0.4491822962391792	0.0	0.4491822962391792	True	0.0	True	0.0	Yes	No	No	Yes
LINGO1	sig-DMD_1562	0.231713326292996	0.0	0.231713326292996	True	0.0	True	0.0	Yes	No	No	Yes
LIPG	sig-DMD_2351	-0.28587248284141353	0.0	0.28587248284141353	True	0.0	True	0.0	No	No	Yes	No
LMNA	sig-DMD_277	-0.3277467223786699	0.0	0.3277467223786699	True	0.0	True	0.0	No	No	Yes	Yes
LMO2	sig-DMD_3024	0.2701649177081425	0.0	0.2701649177081425	True	0.0	True	0.0	No	Yes	No	No
LMO2	sig-DMD_768	-0.2511676235375069	0.0	0.2511676235375069	True	0.0	True	0.0	No	Yes	No	No
LMO4	sig-DMD_170	-0.5200754826551474	0.0	0.5200754826551474	True	0.0	True	0.0	No	No	Yes	No
LMX1B	sig-DMD_4301	0.5350373376389295	0.0	0.5350373376389295	True	0.0	True	0.0	Yes	Yes	Yes	No
LMX1B	sig-DMD_4302	-0.6164818743221011	0.0	0.6164818743221011	True	0.0	True	0.0	Yes	Yes	Yes	No
LMX1B	sig-DMD_4303	0.3482114636858463	0.0	0.3482114636858463	True	0.0	True	0.0	Yes	Yes	Yes	No
LRFN2	sig-DMD_3687	0.40977777277611604	0.0	0.40977777277611604	True	0.0	True	0.0	No	No	Yes	No
LRIG1	sig-DMD_3292	-0.6009457363623832	0.0	0.6009457363623832	True	0.0	True	0.0	Yes	No	No	No
LRIG3	sig-DMD_950	-0.219208413031704	0.0	0.219208413031704	True	0.0	True	0.0	No	No	Yes	No
LRP12	sig-DMD_4143	-0.35803938721282896	0.0	0.35803938721282896	True	0.0	True	0.0	No	No	Yes	No
LRP5	sig-DMD_826	-0.3882193134221756	0.0	0.3882193134221756	True	0.0	True	0.0	Yes	Yes	Yes	No
LRRC3B	sig-DMD_3253	-0.3772424438981384	0.0	0.3772424438981384	True	0.0	True	0.0	Yes	No	No	No
LRRC4	sig-DMD_3924	-0.3332504472013878	0.0	0.3332504472013878	True	0.0	True	0.0	No	No	No	Yes
LRRC41	sig-DMD_144	-0.2818570530461261	0.0	0.2818570530461261	True	0.0	True	0.0	Yes	Yes	No	No
LRRC4B	sig-DMD_2598	0.28727719600104273	0.0	0.28727719600104273	True	0.0	True	0.0	Yes	No	No	No
LRRC8A	sig-DMD_4311	-0.30090376683663217	0.0	0.30090376683663217	True	0.0	True	0.0	Yes	Yes	Yes	No
LRRC8C	sig-DMD_173	-0.4664640795242364	0.0	0.4664640795242364	True	0.0	True	0.0	No	Yes	Yes	No
LRRFIP1	sig-DMD_2826	-0.3561862782005479	0.0	0.3561862782005479	True	0.0	True	0.0	Yes	No	Yes	No
LRRFIP1	sig-DMD_2827	-0.361297276900459	0.0	0.361297276900459	True	0.0	True	0.0	Yes	No	Yes	No
LRRK1	sig-DMD_1603	-0.4313122954054045	0.0	0.4313122954054045	True	0.0	True	0.0	Yes	Yes	No	No
LRRN1	sig-DMD_3233	-0.4408543052274206	0.0	0.4408543052274206	True	0.0	True	0.0	No	No	Yes	No
LTBP3	sig-DMD_813	-0.3071187718697071	0.0	0.3071187718697071	True	0.0	True	0.0	No	No	Yes	No
LTC4S	sig-DMD_3621	-0.22277010766699915	0.0	0.22277010766699915	True	0.0	True	0.0	No	No	Yes	No
LYN	sig-DMD_4113	-0.3977140230034084	0.0	0.3977140230034084	True	0.0	True	0.0	Yes	No	No	No
LYPD1	sig-DMD_2752	-0.2743052608977129	0.0	0.2743052608977129	True	0.0	True	0.0	Yes	No	Yes	No
MACF1	sig-DMD_127	-0.20173911792794946	0.0	0.20173911792794946	True	0.0	True	0.0	Yes	Yes	Yes	No
MAF	sig-DMD_2921	-0.4330690141079224	0.0	0.4330690141079224	True	0.0	True	0.0	Yes	Yes	Yes	No
MAFA	sig-DMD_4202	0.2522040002783808	0.0	0.2522040002783808	True	0.0	True	0.0	Yes	No	No	No
MAFB	sig-DMD_2921	-0.21270121284255905	0.0	0.21270121284255905	True	0.0	True	0.0	Yes	No	No	No
MAML2	sig-DMD_852	-0.3387487113873826	0.0	0.3387487113873826	True	0.0	True	0.0	No	No	Yes	No
MAP10	sig-DMD_400	-0.7356677012943506	0.0	0.7356677012943506	True	0.0	True	0.0	No	Yes	No	No
MAP1LC3C	sig-DMD_442	0.5506240051258251	0.0	0.5506240051258251	True	0.0	True	0.0	Yes	No	No	No
MAP3K5	sig-DMD_3760	0.2179800395084087	0.0	0.2179800395084087	True	0.0	True	0.0	Yes	No	Yes	No
MAP3K9	sig-DMD_1451	-0.2351086909121177	0.0	0.2351086909121177	True	0.0	True	0.0	Yes	No	No	No
MAP4K4	sig-DMD_2724	-0.4978953362881634	0.0	0.4978953362881634	True	0.0	True	0.0	No	No	Yes	No
MAP7	sig-DMD_3760	-0.4630979600774644	0.0	0.4630979600774644	True	0.0	True	0.0	Yes	No	No	No
MAPK12	sig-DMD_3226	0.21585600051553905	0.0	0.21585600051553905	True	0.0	True	0.0	No	No	Yes	No
MAPK9	sig-DMD_3624	-0.35577098311460864	0.0	0.35577098311460864	True	0.0	True	0.0	Yes	No	No	No
MAPK9	sig-DMD_3625	0.3456447646647924	0.0	0.3456447646647924	True	0.0	True	0.0	Yes	No	No	No
MAPKAPK3	sig-DMD_3278	-0.2299862864508005	0.0	0.2299862864508005	True	0.0	True	0.0	No	No	No	Yes
MAPRE2	sig-DMD_2342	-0.26576408659355244	0.0	0.26576408659355244	True	0.0	True	0.0	No	Yes	No	No
MARCH11	sig-DMD_3510	-0.2818596098180384	0.0	0.2818596098180384	True	0.0	True	0.0	Yes	No	No	No
MARK2	sig-DMD_800	-0.227271969218027	0.0	0.227271969218027	True	0.0	True	0.0	Yes	No	Yes	No
MARVELD1	sig-DMD_589	-0.32895304206847314	0.0	0.32895304206847314	True	0.0	True	0.0	Yes	Yes	Yes	No
MATN2	sig-DMD_4139	-0.2942179199500467	0.0	0.2942179199500467	True	0.0	True	0.0	Yes	No	No	No
MB	sig-DMD_1298	-0.2924702161067295	0.0	0.2924702161067295	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1299	-0.2532834744572763	0.0	0.2532834744572763	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1300	-0.2849940477867853	0.0	0.2849940477867853	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1301	-0.2915390029663881	0.0	0.2915390029663881	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1302	-0.2788682085297649	0.0	0.2788682085297649	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1303	-0.2640106042042366	0.0	0.2640106042042366	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1306	-0.2594519595434753	0.0	0.2594519595434753	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1308	-0.27461518085511943	0.0	0.27461518085511943	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1309	-0.26475635079666604	0.0	0.26475635079666604	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1310	-0.2921030920297784	0.0	0.2921030920297784	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1312	-0.3145794369063831	0.0	0.3145794369063831	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1313	-0.25372422465268635	0.0	0.25372422465268635	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_1314	-0.2958822130400057	0.0	0.2958822130400057	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_146	0.2502324109836515	0.0	0.2502324109836515	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_2316	0.3002596664802199	0.0	0.3002596664802199	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_2380	0.20742681904261906	0.0	0.20742681904261906	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_2399	-0.22263799267024115	0.0	0.22263799267024115	True	0.0	True	0.0	Yes	Yes	Yes	No
